product_id,type,year,month,order,start_stock,end_stock
1005,A1,2018,9,7989.0,81.0,62.0
1005,A1,2018,10,7583.0,62.0,81.0
1005,A1,2018,11,8522.0,74.0,59.0
1005,A1,2018,12,9310.0,59.0,64.0
1005,A1,2019,1,7049.0,64.0,111.0
1005,A1,2019,2,1101.0,111.0,93.0
1005,A1,2019,3,4611.0,93.0,60.0
1005,A1,2019,4,6769.0,60.0,107.0
1005,A1,2019,5,9941.0,82.0,111.0
1005,A1,2019,6,10689.0,111.0,187.0
1005,A1,2019,7,11824.0,187.0,207.0
1005,A1,2019,8,10986.0,207.0,163.0
1005,A1,2019,9,9820.0,163.0,155.0
1005,A1,2019,10,10731.0,155.0,87.0
1005,A1,2019,11,12677.0,87.0,111.0
1005,A1,2019,12,14152.0,111.0,142.0
1005,A1,2020,1,4469.0,142.0,269.0
1005,A1,2020,2,2755.0,269.0,339.0
1005,A1,2020,3,3048.0,341.0,265.0
1005,A1,2020,4,7108.0,265.0,124.0
1005,A1,2020,5,12472.0,123.0,55.0
1005,A1,2020,6,13061.0,58.0,133.0
1005,A1,2020,7,15835.0,131.0,158.0
1005,A1,2020,8,14180.0,97.0,157.0
1005,A1,2020,9,15034.0,157.0,148.0
1005,A1,2020,10,14312.0,148.0,207.0
1005,A1,2020,11,16180.0,150.0,120.0
1005,A1,2020,12,17381.0,120.0,205.0
1006,A3,2018,2,1129.0,99.0,120.0
1006,A3,2018,3,3568.0,120.0,79.0
1006,A3,2018,4,4560.0,79.0,167.0
1006,A3,2018,5,7521.0,167.0,48.0
1006,A3,2018,6,7687.0,48.0,83.0
1006,A3,2018,7,8675.0,83.0,112.0
1006,A3,2018,8,8245.0,112.0,161.0
1006,A3,2018,9,7989.0,161.0,84.0
1006,A3,2018,10,7583.0,84.0,146.0
1006,A3,2018,11,8522.0,110.0,194.0
1006,A3,2018,12,9310.0,194.0,130.0
1006,A3,2019,1,7049.0,130.0,207.0
1006,A3,2019,2,1101.0,207.0,158.0
1006,A3,2019,3,4611.0,158.0,124.0
1006,A3,2019,4,6769.0,124.0,100.0
1006,A3,2019,5,9941.0,90.0,146.0
1006,A3,2019,6,10689.0,146.0,111.0
1006,A3,2019,7,11824.0,111.0,229.0
1006,A3,2019,8,10986.0,229.0,91.0
1006,A3,2019,9,9820.0,91.0,88.0
1006,A3,2019,10,10731.0,88.0,168.0
1006,A3,2019,11,12677.0,168.0,169.0
1006,A3,2019,12,14152.0,169.0,108.0
1006,A3,2020,1,4469.0,108.0,215.0
1006,A3,2020,2,2755.0,215.0,343.0
1006,A3,2020,3,3048.0,363.0,268.0
1006,A3,2020,4,7108.0,268.0,166.0
1006,A3,2020,5,12472.0,186.0,144.0
1006,A3,2020,6,13061.0,144.0,124.0
1006,A3,2020,7,15835.0,127.0,139.0
1006,A3,2020,8,14180.0,139.0,113.0
1006,A3,2020,9,15034.0,113.0,61.0
1006,A3,2020,10,14312.0,61.0,211.0
1006,A3,2020,11,16180.0,77.0,76.0
1006,A3,2020,12,17381.0,76.0,128.0
1007,A1,2018,2,1129.0,44.0,56.0
1007,A1,2018,3,3568.0,56.0,51.0
1007,A1,2018,4,4560.0,51.0,97.0
1007,A1,2018,5,7521.0,97.0,69.0
1007,A1,2018,6,7687.0,69.0,57.0
1007,A1,2018,7,8675.0,57.0,134.0
1007,A1,2018,8,8245.0,134.0,92.0
1007,A1,2018,9,7989.0,92.0,73.0
1007,A1,2018,10,7583.0,73.0,150.0
1007,A1,2018,11,8522.0,124.0,145.0
1007,A1,2018,12,9310.0,145.0,122.0
1007,A1,2019,1,7049.0,122.0,222.0
1007,A1,2019,2,1101.0,222.0,213.0
1007,A1,2019,3,4611.0,213.0,242.0
1007,A1,2019,4,6769.0,242.0,118.0
1007,A1,2019,5,9941.0,131.0,183.0
1007,A1,2019,6,10689.0,183.0,112.0
1007,A1,2019,7,11824.0,112.0,217.0
1007,A1,2019,8,10986.0,217.0,255.0
1007,A1,2019,9,9820.0,255.0,242.0
1007,A1,2019,10,10731.0,242.0,130.0
1007,A1,2019,11,12677.0,130.0,156.0
1007,A1,2019,12,14152.0,156.0,136.0
1007,A1,2020,1,4469.0,136.0,255.0
1007,A1,2020,2,2755.0,255.0,340.0
1007,A1,2020,3,3048.0,369.0,284.0
1007,A1,2020,4,7108.0,284.0,194.0
1007,A1,2020,5,12472.0,213.0,118.0
1007,A1,2020,6,13061.0,118.0,150.0
1007,A1,2020,7,15835.0,158.0,164.0
1007,A1,2020,8,14180.0,165.0,78.0
1007,A1,2020,9,15034.0,78.0,136.0
1007,A1,2020,10,14312.0,136.0,126.0
1007,A1,2020,11,16180.0,137.0,117.0
1007,A1,2020,12,17381.0,117.0,184.0
1008,A1,2018,2,1129.0,42.0,46.0
1008,A1,2018,3,3568.0,46.0,44.0
1008,A1,2018,4,4560.0,44.0,50.0
1008,A1,2018,5,7521.0,50.0,47.0
1008,A1,2018,6,7687.0,47.0,49.0
1008,A1,2018,7,8675.0,49.0,45.0
1008,A1,2018,8,8245.0,45.0,45.0
1008,A1,2018,9,7989.0,45.0,49.0
1008,A1,2018,10,7583.0,49.0,48.0
1008,A1,2018,11,8522.0,48.0,42.0
1008,A1,2018,12,9310.0,42.0,42.0
1008,A1,2019,1,7049.0,42.0,61.0
1008,A1,2019,2,1101.0,61.0,56.0
1008,A1,2019,3,4611.0,56.0,49.0
1008,A1,2019,4,6769.0,49.0,56.0
1008,A1,2019,5,9941.0,56.0,90.0
1008,A1,2019,6,10689.0,90.0,103.0
1008,A1,2019,7,11824.0,103.0,179.0
1008,A1,2019,8,10986.0,179.0,182.0
1008,A1,2019,9,9820.0,182.0,138.0
1008,A1,2019,10,10731.0,138.0,99.0
1008,A1,2019,11,12677.0,99.0,82.0
1008,A1,2019,12,14152.0,82.0,82.0
1008,A1,2020,1,4469.0,82.0,97.0
1008,A1,2020,2,2755.0,97.0,160.0
1008,A1,2020,3,3048.0,114.0,97.0
1008,A1,2020,4,7108.0,97.0,56.0
1008,A1,2020,5,12472.0,66.0,67.0
1008,A1,2020,6,13061.0,67.0,70.0
1008,A1,2020,7,15835.0,77.0,83.0
1008,A1,2020,8,14180.0,83.0,87.0
1008,A1,2020,9,15034.0,87.0,65.0
1008,A1,2020,10,14312.0,65.0,80.0
1008,A1,2020,11,16180.0,107.0,112.0
1008,A1,2020,12,17381.0,112.0,89.0
1009,A3,2018,2,1129.0,43.0,53.0
1009,A3,2018,3,3568.0,53.0,46.0
1009,A3,2018,4,4560.0,46.0,54.0
1009,A3,2018,5,7521.0,54.0,57.0
1009,A3,2018,6,7687.0,57.0,41.0
1009,A3,2018,7,8675.0,41.0,70.0
1009,A3,2018,8,8245.0,70.0,73.0
1009,A3,2018,9,7989.0,73.0,60.0
1009,A3,2018,10,7583.0,60.0,58.0
1009,A3,2018,11,8522.0,56.0,69.0
1009,A3,2018,12,9310.0,69.0,80.0
1009,A3,2019,1,7049.0,80.0,83.0
1009,A3,2019,2,1101.0,83.0,54.0
1009,A3,2019,3,4611.0,54.0,57.0
1009,A3,2019,4,6769.0,57.0,117.0
1009,A3,2019,5,9941.0,126.0,176.0
1009,A3,2019,6,10689.0,176.0,122.0
1009,A3,2019,7,11824.0,122.0,238.0
1009,A3,2019,8,10986.0,238.0,62.0
1009,A3,2019,9,9820.0,62.0,84.0
1009,A3,2019,10,10731.0,84.0,56.0
1009,A3,2019,11,12677.0,53.0,117.0
1009,A3,2019,12,14152.0,117.0,100.0
1009,A3,2020,1,4469.0,100.0,239.0
1009,A3,2020,2,2755.0,239.0,261.0
1009,A3,2020,3,3048.0,262.0,154.0
1009,A3,2020,4,7108.0,154.0,173.0
1009,A3,2020,5,12472.0,171.0,109.0
1009,A3,2020,6,13061.0,109.0,124.0
1009,A3,2020,7,15835.0,129.0,140.0
1009,A3,2020,8,14180.0,152.0,87.0
1009,A3,2020,9,15034.0,87.0,70.0
1009,A3,2020,10,14312.0,70.0,150.0
1009,A3,2020,11,16180.0,147.0,90.0
1009,A3,2020,12,17381.0,90.0,130.0
1010,A1,2018,2,1129.0,44.0,44.0
1010,A1,2018,3,3568.0,44.0,54.0
1010,A1,2018,4,4560.0,54.0,54.0
1010,A1,2018,5,7521.0,54.0,48.0
1010,A1,2018,6,7687.0,48.0,46.0
1010,A1,2018,7,8675.0,46.0,54.0
1010,A1,2018,8,8245.0,54.0,55.0
1010,A1,2018,9,7989.0,55.0,51.0
1010,A1,2018,10,7583.0,51.0,45.0
1010,A1,2018,11,8522.0,44.0,49.0
1010,A1,2018,12,9310.0,49.0,49.0
1010,A1,2019,1,7049.0,49.0,50.0
1010,A1,2019,2,1101.0,50.0,50.0
1010,A1,2019,3,4611.0,50.0,56.0
1010,A1,2019,4,6769.0,56.0,46.0
1010,A1,2019,5,9941.0,46.0,66.0
1010,A1,2019,6,10689.0,66.0,47.0
1010,A1,2019,7,11824.0,47.0,64.0
1010,A1,2019,8,10986.0,64.0,53.0
1010,A1,2019,9,9820.0,53.0,57.0
1010,A1,2019,10,10731.0,57.0,63.0
1010,A1,2019,11,12677.0,63.0,64.0
1010,A1,2019,12,14152.0,64.0,52.0
1010,A1,2020,1,4469.0,52.0,53.0
1010,A1,2020,2,2755.0,40.0,40.0
1010,A1,2020,3,3048.0,53.0,48.0
1010,A1,2020,4,7108.0,48.0,44.0
1010,A1,2020,5,12472.0,44.0,50.0
1010,A1,2020,6,13061.0,50.0,44.0
1010,A1,2020,7,15835.0,44.0,47.0
1010,A1,2020,8,14180.0,47.0,51.0
1010,A1,2020,9,15034.0,51.0,74.0
1010,A1,2020,10,14312.0,74.0,85.0
1010,A1,2020,11,16180.0,85.0,79.0
1010,A1,2020,12,17381.0,79.0,64.0
1011,A3,2018,2,1129.0,53.0,51.0
1011,A3,2018,3,3568.0,51.0,50.0
1011,A3,2018,4,4560.0,50.0,46.0
1011,A3,2018,5,7521.0,46.0,43.0
1011,A3,2018,6,7687.0,43.0,43.0
1011,A3,2018,7,8675.0,43.0,57.0
1011,A3,2018,8,8245.0,57.0,53.0
1011,A3,2018,9,7989.0,53.0,52.0
1011,A3,2018,10,7583.0,52.0,50.0
1011,A3,2018,11,8522.0,50.0,46.0
1011,A3,2018,12,9310.0,46.0,47.0
1011,A3,2019,1,7049.0,47.0,52.0
1011,A3,2019,2,1101.0,52.0,51.0
1011,A3,2019,3,4611.0,51.0,49.0
1011,A3,2019,4,6769.0,49.0,54.0
1011,A3,2019,5,9941.0,46.0,49.0
1011,A3,2019,6,10689.0,49.0,58.0
1011,A3,2019,7,11824.0,58.0,56.0
1011,A3,2019,8,10986.0,56.0,54.0
1011,A3,2019,9,9820.0,54.0,53.0
1011,A3,2019,10,10731.0,53.0,52.0
1011,A3,2019,11,12677.0,52.0,48.0
1011,A3,2019,12,14152.0,48.0,45.0
1011,A3,2020,1,4469.0,45.0,45.0
1011,A3,2020,2,2755.0,45.0,78.0
1011,A3,2020,3,3048.0,48.0,51.0
1011,A3,2020,4,7108.0,51.0,49.0
1011,A3,2020,5,12472.0,41.0,52.0
1011,A3,2020,6,13061.0,52.0,41.0
1011,A3,2020,7,15835.0,40.0,80.0
1011,A3,2020,8,14180.0,80.0,60.0
1011,A3,2020,9,15034.0,60.0,57.0
1011,A3,2020,10,14312.0,57.0,63.0
1011,A3,2020,11,16180.0,63.0,49.0
1011,A3,2020,12,17381.0,49.0,90.0
1012,A3,2018,2,1129.0,76.0,43.0
1012,A3,2018,3,3568.0,43.0,335.0
1012,A3,2018,4,4560.0,335.0,230.0
1012,A3,2018,5,7521.0,230.0,59.0
1012,A3,2018,6,7687.0,59.0,64.0
1012,A3,2018,7,8675.0,64.0,217.0
1012,A3,2018,8,8245.0,217.0,180.0
1012,A3,2018,9,7989.0,180.0,40.0
1012,A3,2018,10,7583.0,40.0,106.0
1012,A3,2018,11,8522.0,104.0,166.0
1012,A3,2018,12,9310.0,166.0,250.0
1012,A3,2019,1,7049.0,250.0,542.0
1012,A3,2019,2,1101.0,542.0,475.0
1012,A3,2019,3,4611.0,475.0,197.0
1012,A3,2019,4,6769.0,197.0,90.0
1012,A3,2019,5,9941.0,90.0,68.0
1012,A3,2019,6,10689.0,68.0,281.0
1012,A3,2019,7,11824.0,281.0,337.0
1012,A3,2019,8,10986.0,337.0,69.0
1012,A3,2019,9,9820.0,69.0,224.0
1012,A3,2019,10,10731.0,224.0,88.0
1012,A3,2019,11,12677.0,88.0,122.0
1012,A3,2019,12,14152.0,122.0,98.0
1012,A3,2020,1,4469.0,98.0,90.0
1012,A3,2020,2,2755.0,90.0,89.0
1012,A3,2020,3,3048.0,89.0,94.0
1012,A3,2020,4,7108.0,94.0,151.0
1012,A3,2020,5,12472.0,151.0,73.0
1012,A3,2020,6,13061.0,73.0,113.0
1012,A3,2020,7,15835.0,113.0,137.0
1012,A3,2020,8,14180.0,134.0,240.0
1012,A3,2020,9,15034.0,240.0,228.0
1012,A3,2020,10,14312.0,228.0,124.0
1012,A3,2020,11,16180.0,124.0,116.0
1012,A3,2020,12,17381.0,116.0,120.0
1013,A2,2018,2,1129.0,40.0,40.0
1013,A2,2018,3,3568.0,43.0,42.0
1013,A2,2018,4,4560.0,42.0,41.0
1013,A2,2018,5,7521.0,41.0,42.0
1013,A2,2018,6,7687.0,42.0,42.0
1013,A2,2018,7,8675.0,42.0,40.0
1013,A2,2018,8,8245.0,40.0,44.0
1013,A2,2018,9,7989.0,44.0,44.0
1013,A2,2018,10,7583.0,44.0,48.0
1013,A2,2018,11,8522.0,48.0,47.0
1013,A2,2018,12,9310.0,47.0,40.0
1013,A2,2019,1,7049.0,40.0,60.0
1013,A2,2019,2,1101.0,60.0,52.0
1013,A2,2019,3,4611.0,52.0,43.0
1013,A2,2019,4,6769.0,43.0,137.0
1013,A2,2019,5,9941.0,111.0,100.0
1013,A2,2019,6,10689.0,100.0,258.0
1013,A2,2019,7,11824.0,258.0,314.0
1013,A2,2019,8,10986.0,314.0,120.0
1013,A2,2019,9,9820.0,119.0,101.0
1013,A2,2019,10,10731.0,101.0,100.0
1013,A2,2019,11,12677.0,100.0,188.0
1013,A2,2019,12,14152.0,188.0,307.0
1013,A2,2020,1,4469.0,307.0,350.0
1013,A2,2020,2,2755.0,350.0,683.0
1013,A2,2020,3,3048.0,514.0,357.0
1013,A2,2020,4,7108.0,357.0,182.0
1013,A2,2020,5,12472.0,161.0,115.0
1013,A2,2020,6,13061.0,115.0,319.0
1013,A2,2020,7,15835.0,143.0,152.0
1013,A2,2020,8,14180.0,152.0,117.0
1013,A2,2020,9,15034.0,117.0,268.0
1013,A2,2020,10,14312.0,268.0,132.0
1013,A2,2020,11,16180.0,198.0,312.0
1013,A2,2020,12,17381.0,312.0,82.0
1014,A1,2018,2,1129.0,43.0,41.0
1014,A1,2018,3,3568.0,41.0,41.0
1014,A1,2018,4,4560.0,40.0,40.0
1014,A1,2018,5,7521.0,41.0,41.0
1014,A1,2018,6,7687.0,41.0,40.0
1014,A1,2018,7,8675.0,40.0,44.0
1014,A1,2018,8,8245.0,44.0,42.0
1014,A1,2018,9,7989.0,42.0,44.0
1014,A1,2018,10,7583.0,44.0,44.0
1014,A1,2018,11,8522.0,43.0,52.0
1014,A1,2018,12,9310.0,52.0,42.0
1014,A1,2019,1,7049.0,42.0,43.0
1014,A1,2019,2,1101.0,43.0,40.0
1014,A1,2019,3,4611.0,40.0,46.0
1014,A1,2019,4,6769.0,46.0,40.0
1014,A1,2019,5,9941.0,40.0,40.0
1014,A1,2019,6,10689.0,40.0,75.0
1014,A1,2019,7,11824.0,75.0,62.0
1014,A1,2019,8,10986.0,62.0,55.0
1014,A1,2019,9,9820.0,55.0,44.0
1014,A1,2019,10,10731.0,44.0,68.0
1014,A1,2019,11,12677.0,68.0,63.0
1014,A1,2019,12,14152.0,63.0,52.0
1014,A1,2020,1,4469.0,52.0,64.0
1014,A1,2020,2,2755.0,64.0,74.0
1014,A1,2020,3,3048.0,74.0,74.0
1014,A1,2020,4,7108.0,74.0,67.0
1014,A1,2020,5,12472.0,67.0,56.0
1014,A1,2020,6,13061.0,56.0,53.0
1014,A1,2020,7,15835.0,53.0,62.0
1014,A1,2020,8,14180.0,62.0,49.0
1014,A1,2020,9,15034.0,49.0,94.0
1014,A1,2020,10,14312.0,94.0,89.0
1014,A1,2020,11,16180.0,89.0,88.0
1014,A1,2020,12,17381.0,88.0,87.0
1015,A1,2018,2,1129.0,40.0,40.0
1015,A1,2018,3,3568.0,40.0,40.0
1015,A1,2018,4,4560.0,46.0,45.0
1015,A1,2018,5,7521.0,45.0,40.0
1015,A1,2018,6,7687.0,40.0,43.0
1015,A1,2018,7,8675.0,43.0,42.0
1015,A1,2018,8,8245.0,42.0,52.0
1015,A1,2018,9,7989.0,52.0,47.0
1015,A1,2018,10,7583.0,47.0,41.0
1015,A1,2018,11,8522.0,40.0,71.0
1015,A1,2018,12,9310.0,71.0,59.0
1015,A1,2019,1,7049.0,59.0,57.0
1015,A1,2019,2,1101.0,57.0,49.0
1015,A1,2019,3,4611.0,49.0,41.0
1015,A1,2019,4,6769.0,41.0,62.0
1015,A1,2019,5,9941.0,62.0,80.0
1015,A1,2019,6,10689.0,80.0,50.0
1015,A1,2019,7,11824.0,50.0,84.0
1015,A1,2019,8,10986.0,84.0,41.0
1015,A1,2019,9,9820.0,41.0,61.0
1015,A1,2019,10,10731.0,61.0,74.0
1015,A1,2019,11,12677.0,74.0,50.0
1015,A1,2019,12,14152.0,50.0,43.0
1015,A1,2020,1,4469.0,43.0,114.0
1015,A1,2020,2,2755.0,114.0,137.0
1015,A1,2020,3,3048.0,137.0,115.0
1015,A1,2020,4,7108.0,115.0,100.0
1015,A1,2020,5,12472.0,100.0,56.0
1015,A1,2020,6,13061.0,56.0,90.0
1015,A1,2020,7,15835.0,90.0,77.0
1015,A1,2020,8,14180.0,77.0,56.0
1015,A1,2020,9,15034.0,56.0,98.0
1015,A1,2020,10,14312.0,98.0,157.0
1015,A1,2020,11,16180.0,157.0,123.0
1015,A1,2020,12,17381.0,123.0,109.0
1016,A1,2018,2,1129.0,45.0,52.0
1016,A1,2018,3,3568.0,52.0,51.0
1016,A1,2018,4,4560.0,51.0,48.0
1016,A1,2018,5,7521.0,48.0,122.0
1016,A1,2018,6,7687.0,122.0,88.0
1016,A1,2018,7,8675.0,88.0,248.0
1016,A1,2018,8,8245.0,248.0,196.0
1016,A1,2018,9,7989.0,196.0,141.0
1016,A1,2018,10,7583.0,141.0,111.0
1016,A1,2018,11,8522.0,78.0,163.0
1016,A1,2018,12,9310.0,163.0,131.0
1016,A1,2019,1,7049.0,131.0,285.0
1016,A1,2019,2,1101.0,285.0,249.0
1016,A1,2019,3,4611.0,249.0,207.0
1016,A1,2019,4,6769.0,207.0,128.0
1016,A1,2019,5,9941.0,125.0,229.0
1016,A1,2019,6,10689.0,229.0,190.0
1016,A1,2019,7,11824.0,190.0,309.0
1016,A1,2019,8,10986.0,309.0,112.0
1016,A1,2019,9,9820.0,112.0,178.0
1016,A1,2019,10,10731.0,178.0,85.0
1016,A1,2019,11,12677.0,85.0,133.0
1016,A1,2019,12,14152.0,133.0,160.0
1016,A1,2020,1,4469.0,160.0,271.0
1016,A1,2020,2,2755.0,271.0,315.0
1016,A1,2020,3,3048.0,328.0,241.0
1016,A1,2020,4,7108.0,241.0,181.0
1016,A1,2020,5,12472.0,220.0,90.0
1016,A1,2020,6,13061.0,90.0,162.0
1016,A1,2020,7,15835.0,153.0,159.0
1016,A1,2020,8,14180.0,98.0,168.0
1016,A1,2020,9,15034.0,168.0,75.0
1016,A1,2020,10,14312.0,75.0,170.0
1016,A1,2020,11,16180.0,183.0,120.0
1016,A1,2020,12,17381.0,120.0,130.0
1017,A3,2018,2,1129.0,40.0,40.0
1017,A3,2018,3,3568.0,40.0,41.0
1017,A3,2018,4,4560.0,41.0,51.0
1017,A3,2018,5,7521.0,51.0,64.0
1017,A3,2018,6,7687.0,64.0,60.0
1017,A3,2018,7,8675.0,60.0,54.0
1017,A3,2018,8,8245.0,54.0,47.0
1017,A3,2018,9,7989.0,47.0,56.0
1017,A3,2018,10,7583.0,56.0,46.0
1017,A3,2018,11,8522.0,46.0,54.0
1017,A3,2018,12,9310.0,54.0,46.0
1017,A3,2019,1,7049.0,46.0,57.0
1017,A3,2019,2,1101.0,57.0,67.0
1017,A3,2019,3,4611.0,67.0,61.0
1017,A3,2019,4,6769.0,61.0,130.0
1017,A3,2019,5,9941.0,109.0,151.0
1017,A3,2019,6,10689.0,151.0,184.0
1017,A3,2019,7,11824.0,184.0,204.0
1017,A3,2019,8,10986.0,204.0,146.0
1017,A3,2019,9,9820.0,146.0,124.0
1017,A3,2019,10,10731.0,124.0,85.0
